representacion,clasificador,carga_train,carga_test,distancia_carga,fold,n_train,n_test,exactitud,f1_macro,f1_Normal,f1_IR,f1_B,f1_OR,segundos_ajuste,segundos_prediccion,en_comparacion
espectrograma,SVM-RBF,2,0,2,3,1194,249,0.963855421686747,0.9667909316845488,1.0,0.950354609929078,0.953846153846154,0.9629629629629628,0.1694929000223055,0.0692751999595202,True
espectrograma,SVM-RBF,2,0,2,4,1198,244,0.9877049180327868,0.9886357114159444,1.0,0.9774436090225564,0.9770992366412212,1.0,0.1680396000156179,0.072540300025139,True
espectrograma,SVM-RBF,2,1,1,0,1178,311,0.9839228295819936,0.9827196293639248,1.0,0.993006993006993,0.9714285714285714,0.9664429530201344,0.170994599990081,0.0838456000201404,True
espectrograma,SVM-RBF,2,1,1,1,1194,296,0.9898648648648648,0.9889556602241352,1.0,1.0,0.9770992366412212,0.9787234042553192,0.1469898999785073,0.0813250999781303,True
espectrograma,SVM-RBF,2,1,1,2,1192,295,0.9830508474576272,0.9815054713808162,1.0,0.9774436090225564,0.9850746268656716,0.9635036496350364,0.1635419999947771,0.0799706000252626,True
espectrograma,SVM-RBF,2,1,1,3,1194,296,0.9898648648648648,0.9890132730278306,1.0,0.9924812030075189,0.9848484848484848,0.9787234042553192,0.1782451000181026,0.0764358999440446,True
espectrograma,SVM-RBF,2,1,1,4,1198,291,0.972508591065292,0.9698058887677208,1.0,0.9923664122137404,0.944,0.9428571428571428,0.1585444000083953,0.0823838000069372,True
espectrograma,SVM-RBF,2,2,0,0,1178,311,0.9967845659163987,0.9965276103207136,1.0,0.993006993006993,1.0,0.993103448275862,0.2561566000222228,0.2342862999648787,True
espectrograma,SVM-RBF,2,2,0,1,1194,295,1.0,1.0,1.0,1.0,1.0,1.0,0.4225523000350222,0.2453903999994509,True
espectrograma,SVM-RBF,2,2,0,2,1192,297,1.0,1.0,1.0,1.0,1.0,1.0,0.4459194000228308,0.2628101999871433,True
espectrograma,SVM-RBF,2,2,0,3,1194,295,1.0,1.0,1.0,1.0,1.0,1.0,0.445836600032635,0.2123327999725006,True
espectrograma,SVM-RBF,2,2,0,4,1198,291,1.0,1.0,1.0,1.0,1.0,1.0,0.4174926000414416,0.2222498999908566,True
espectrograma,SVM-RBF,2,3,1,0,1178,311,0.9935691318327974,0.9930553880984916,1.0,0.9861111111111112,0.993103448275862,0.993006993006993,0.557245000032708,0.2301416000118479,True
espectrograma,SVM-RBF,2,3,1,1,1194,299,0.9966555183946488,0.996349586997069,1.0,1.0,0.9925925925925926,0.9928057553956836,0.4199480999959633,0.240683399955742,True
espectrograma,SVM-RBF,2,3,1,2,1192,294,0.9931972789115646,0.992530657748049,1.0,0.9855072463768116,1.0,0.9846153846153848,0.4264482000144198,0.2546352999634109,True
espectrograma,SVM-RBF,2,3,1,3,1194,299,0.9933110367892976,0.9927003410059676,1.0,1.0,0.9855072463768116,0.9852941176470588,0.5006112999981269,0.3351061000139452,True
espectrograma,SVM-RBF,2,3,1,4,1198,291,1.0,1.0,1.0,1.0,1.0,1.0,0.4602714999928139,0.234828699962236,True
espectrograma,SVM-RBF,3,0,3,0,1183,264,0.8674242424242424,0.8699999721315919,1.0,0.7017543859649122,0.9261744966442952,0.8520710059171598,0.404055499995593,0.1897408000077121,True
espectrograma,SVM-RBF,3,0,3,1,1195,249,0.8835341365461847,0.890885607772918,1.0,0.7818181818181819,0.9473684210526316,0.8343558282208589,0.3924904000014066,0.1718035000376403,True
espectrograma,SVM-RBF,3,0,3,2,1200,249,0.8875502008032129,0.8962152452239576,1.0,0.7964601769911505,0.9612403100775194,0.8271604938271605,0.4183125999988988,0.1894379999721422,True
espectrograma,SVM-RBF,3,0,3,3,1195,249,0.8835341365461847,0.8937099668846821,1.0,0.8070175438596491,0.9457364341085271,0.8220858895705522,0.4172257000464014,0.1788673000410199,True
espectrograma,SVM-RBF,3,0,3,4,1203,244,0.9016393442622952,0.905952380952381,1.0,0.7818181818181819,0.9848484848484848,0.8571428571428571,0.4955774999689311,0.1976376000093296,True
espectrograma,SVM-RBF,3,1,2,0,1183,311,0.8360128617363344,0.826923076923077,1.0,0.8,0.7692307692307693,0.7384615384615385,0.4284322000457905,0.2532789999968372,True
espectrograma,SVM-RBF,3,1,2,1,1195,296,0.8513513513513513,0.8413461538461539,1.0,0.8035714285714286,0.8035714285714286,0.7582417582417582,0.476095299993176,0.2092968000215478,True
espectrograma,SVM-RBF,3,1,2,2,1200,295,0.8203389830508474,0.8052253257843703,1.0,0.782608695652174,0.7169811320754716,0.7213114754098361,0.4346879000077024,0.2389371999888681,True
espectrograma,SVM-RBF,3,1,2,3,1195,296,0.847972972972973,0.8376156455049898,1.0,0.8035714285714286,0.7927927927927928,0.7540983606557377,0.4535018000169657,0.2300887999590486,True
espectrograma,SVM-RBF,3,1,2,4,1203,291,0.8487972508591065,0.8375,1.0,0.8,0.8,0.75,0.4889437000383623,0.2927051000297069,True
espectrograma,SVM-RBF,3,2,1,0,1183,311,0.9421221864951768,0.9370094035448366,1.0,0.8661417322834646,0.993006993006993,0.8888888888888888,0.5640149000100791,0.2586411999654956,True
espectrograma,SVM-RBF,3,2,1,1,1195,295,0.9389830508474576,0.9316016333938296,1.0,0.8448275862068966,1.0,0.881578947368421,0.4134327999781817,0.2043292999733239,True
espectrograma,SVM-RBF,3,2,1,2,1200,297,0.9393939393939394,0.9326436275588816,1.0,0.847457627118644,1.0,0.8831168831168831,0.4204450999968685,0.2284433000022545,True
espectrograma,SVM-RBF,3,2,1,3,1195,295,0.9389830508474576,0.9316016333938296,1.0,0.8448275862068966,1.0,0.881578947368421,0.4245202000020072,0.2390436999849043,True
